Time,Container_ID,Name,CPU_%,Mem_Usage_Limit,Mem_%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.35MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.14%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.35MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.13%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.13%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.15%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.10%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.10%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.24%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.24%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.76%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.83%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.76%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.83%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.48%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.54%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.48%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.54%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.09%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.19%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.09%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.19%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.22%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.12%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.23%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.20%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.23%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.20%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.19%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.36%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.19%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.36%,32.36MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.89%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.34%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.89%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.34%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.14%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.14%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.94%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.15%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.11%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.94%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.08%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.92%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.08%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.92%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.26%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.01%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.26%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.02%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.18%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.25%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.02%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.18%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.25%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.16%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.32%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.16%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.31%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.89%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.31%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.89%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.29%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.29%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.42%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.90%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.13%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.90%,27.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.13%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.14%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.16%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.14%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.16%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.25%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.25%,27.74MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.02%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.21%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.28%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.00%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.04%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.28%,27.62MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.00%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.04%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.09%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.34%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.09%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.03%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.34%,32.45MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.13%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.18%,32.47MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.13%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.18%,32.47MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.97%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.01%,32.35MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.97%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.01%,32.35MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,98.15%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.00%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,98.15%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.00%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.18%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.10%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.18%,32.48MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.38%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.23%,32.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.38%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.23%,32.61MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.31%,32.37MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.20%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.31%,32.37MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.19%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.08%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.38%,32.38MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.19%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.08%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.38%,32.38MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.60%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.93%,32.5MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.60%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.06%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.93%,32.5MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.49%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.97%,32.38MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.49%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.97%,32.38MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.18%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.07%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.39%,32.51MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.18%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.07%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.39%,32.51MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.34%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.28%,32.51MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.34%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.12%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.28%,32.51MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.24%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.09%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.26%,32.51MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.24%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.09%,21.67MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.26%,32.51MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.26%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.09%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.23%,32.63MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,100.26%,27.75MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.09%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,100.23%,32.63MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.77%,27.88MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.70%,32.63MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,99.77%,27.88MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.01%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,99.70%,32.63MiB / 503.5GiB,0.01%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,60.04%,21.68MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,60.11%,23.44MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,60.04%,21.68MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,60.11%,23.44MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,0.03%,21.68MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,18708dc1ae17,ospf_3,0.06%,23.32MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,[2J[H0335fff64a83,ospf_1,0.03%,21.68MiB / 503.5GiB,0.00%
2024-07-16 05:26:31,af19ebc1b42b,ospf_2,0.04%,21.54MiB / 503.5GiB,0.00%
